_id,site,datetime,stat,BCSTAT,BCSTAT_txt,BP,BP_txt,CO,CO_txt,H2S,H2S_txt,INT_T,INT_T_txt,NO,NO_txt,NO2,NO2_txt,NOX,NOX_txt,NOY,NOY_txt,NOYDIF,NOYDIF_txt,OUT_RH,OUT_RH_txt,OUT_T,OUT_T_txt,OZONE,OZONE_txt,OZONE2,OZONE2_txt,PER_F,PER_F_txt,PER_F2,PER_F2_txt,PM10,PM10_txt,PM10_FL,PM10_FL_txt,PM10B,PM10B_txt,PM25,PM25_txt,PM25(2),PM25(2)_txt,PM25_FL,PM25_FL_txt,PM25B,PM25B_txt,PM25T,PM25T_txt,RWD,RWD_txt,RWS,RWS_txt,SIGTHETA,SIGTHETA_txt,SO2,SO2_txt,SONICWD,SONICWD_txt,SONICWS,SONICWS_txt,UVPM,UVPM_txt
17051,North Braddock,2016-09-14T00:00:00,Hr. of Max,,,23,,,,,,12,,,,,,,,,,,,,,12,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,10,,9,,22,,13,,,
17052,North Braddock,2016-09-14T00:00:00,Avg,,,742.9,,,,,,22.4,,,,,,,,,,,,,,20.5,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,43.6,,0.001,,12,,2.2,,,
17499,Avalon,2016-09-21T00:00:00,Min,,,744.3,,,,0,,21.2,,,,,,,,,,,,,,15.2,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,17.9,,0,,3,,1.3,,,
15409,Avalon,2016-08-23T00:00:00,Count,,,24,,,,24,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,24,,24,,24,,24,,,
15410,Avalon,2016-08-23T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16528,Liberty,2016-09-07T00:00:00,Max,,,,,,,0.011,,25.3,,,,,,,,,,,,,,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,,0.018,,271,,8.8,,,
15979,South Fayette,2016-08-30T00:00:00,Count,,,,,,,,,24,,,,,,,,,,,,,,24,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,24,,23,,24,,24,,,
16529,Liberty,2016-09-07T00:00:00,Hr. of Max,,,,,,,0,,18,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,1,,10,,14,,,
16530,Liberty,2016-09-07T00:00:00,Avg,,,,,,,0.002,,24.3,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,,0.005,,233,,5,,,
17501,Avalon,2016-09-21T00:00:00,Hr. of Max,,,9,,,,23,,6,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,21,,11,,21,,14,,,
16599,Liberty,2016-09-08T00:00:00,Min,,,,,,,0,,24.2,,,,,,,,,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,0.001,,15,,2.7,,,
15314,Lincoln,2016-08-21T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16753,Lincoln,2016-09-10T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,
14964,North Braddock,2016-08-16T00:00:00,Avg,,,741.8,,,,,,22.7,,,,,,,,,,,,,,25.8,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,42.1,,0,,188,,3.9,,,
17283,Avalon,2016-09-18T00:00:00,Min,,,740.4,,,,0,,21.9,,,,,,,,,,,,,,20.8,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,25,,0,,81,,1.7,,,
15240,Liberty 2,2016-08-20T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,16,,56,,,,,,,,,,,,,,,,,,,
16017,Lawrenceville 2,2016-08-31T00:00:00,Min,,,,,271.7,,,,19.6,,0,,,,,,7.9,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,
14972,South Fayette,2016-08-16T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17284,Avalon,2016-09-18T00:00:00,Max,,,742,,,,0,,22.1,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,69.1,,0,,265,,4,,,
15452,Liberty 2,2016-08-23T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15310,Liberty 2,2016-08-21T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, D ,, D ,,,13,,12,,57,,,,,,,,,,,,,,,,,,,
15311,Liberty 2,2016-08-21T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,23,,,,,,,,,,,,,,,,,,,
15312,Liberty 2,2016-08-21T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6,,56,,,,,,,,,,,,,,,,,,,
18217,Avalon,2016-10-01T00:00:00,Count,,,24,,,,24,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,24,,24,,24,,24,,,
17146,Flag Plaza,2016-09-16T00:00:00,Max,,,,,0.5,,,,28.2,,,,,,,,,,,,,,28.6,,,,,,57,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15538,North Braddock,2016-08-24T00:00:00,Max,,,745.6,,,,,,25,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,63,,0.009,,224,,5.1,,,
15441,Lawrenceville 2,2016-08-23T00:00:00,Min,,,,,150.3,,,,17.9,,0,,,,,,3.3,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
15442,Lawrenceville 2,2016-08-23T00:00:00,Max,,,,,567.6,,,,21.8,,21.8,,,,,,33.5,,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,
15450,Liberty,2016-08-23T00:00:00,Avg,,,,,,,0.001,,23.4,,,,,,,,,,,,,,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,,0.001,,138,,2.2,,,
17285,Avalon,2016-09-18T00:00:00,Hr. of Max,,,10,,,,23,,23,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,2,,23,,1,,16,,,
15943,Lawrenceville 2,2016-08-30T00:00:00,Count,,,,,23,,,,24,,22,,,,,,23,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,
16221,Harrison Township,2016-09-03T00:00:00,Min,,,,,,,,,17.9,,0,,-0.001,,0,,,,,,,,,,0.006,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16669,Liberty,2016-09-09T00:00:00,Count,,,,,,,22,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,22,,24,,24,,,
14944,Liberty,2016-08-16T00:00:00,Max,,,,,,,0.006,,26.3,,,,,,,,,,,,,,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,,0.008,,247,,11.6,,,
14945,Liberty,2016-08-16T00:00:00,Hr. of Max,,,,,,,5,,17,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7,,17,,14,,,
15966,Lincoln,2016-08-30T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,28,,32,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,
17291,Flag Plaza,2016-09-18T00:00:00,Hr. of Max,,,,,20,,,,1,,,,,,,,,,,,,,0,,,,,,23,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18225,Flag Plaza,2016-10-01T00:00:00,Min,,,,,0.1,,,,24.7,,,,,,,,,,,,,,13.7,,,,,,63,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18226,Flag Plaza,2016-10-01T00:00:00,Max,,,,,0.6,,,,26.7,,,,,,,,,,,,,,22.7,,,,,,66,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17223,Glassport High Street,2016-09-17T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15799,Glassport High Street,2016-08-29T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15800,Glassport High Street,2016-08-29T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18227,Flag Plaza,2016-10-01T00:00:00,Hr. of Max,,,,,23,,,,10,,,,,,,,,,,,,,13,,,,,,23,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18228,Flag Plaza,2016-10-01T00:00:00,Avg,,,,,0.2,,,,25.7,,,,,,,,,,,,,,17.2,,,,,,65,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15402,Parkway East (Near Road),2016-08-22T00:00:00,Avg,0,,732.6,,557.7,,,,23,,9.7,,10.2,,19.5,,,,,,67.8,,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16033,Lincoln,2016-08-31T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,23,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,
16035,Lincoln,2016-08-31T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,30,,15,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,
16036,Lincoln,2016-08-31T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,33,,135,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,
16040,North Braddock,2016-08-31T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15797,Glassport High Street,2016-08-28T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15798,Glassport High Street,2016-08-28T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16246,Liberty 2,2016-09-03T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,32,,,,23,,21,,69,,,,,,,,,,,,,,,,,,,
16247,Liberty 2,2016-09-03T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,23,,,,23,,23,,23,,,,,,,,,,,,,,,,,,,
15502,Harrison Township,2016-08-24T00:00:00,Max,,,,,,,,,29,,0.012,,0.025,,0.025,,,,,,,,,,0.052,,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15509,Lawrenceville,2016-08-24T00:00:00,Hr. of Max,,,7,,,,,,23,,,,,,,,,,,,5,,15,,18,,18,,,,,,,,,,7,,,,,,,,7,,,,7,,,,,,,,,,,,,
16080,Harrison Township,2016-09-01T00:00:00,Avg,,,,,,,,,23,,0,,0,,0,,,,,,,,,,0.02,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15162,Liberty,2016-08-19T00:00:00,Avg,,,,,,,0.003,,24.6,,,,,,,,,,,,,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1,,0.004,,174,,2.8,,,
16085,Lawrenceville,2016-09-01T00:00:00,Hr. of Max,,,23,,,,,,0,,,,,,,,,,,,0,,15,,12,,12,,,,,,,,,,10,,,,,,,,0,,,,8,,,,,,,,,,,,,
15717,Harrison Township,2016-08-27T00:00:00,Min,,,,,,,,,21.5,,0,,0,,0,,,,,,,,,,0.003,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15720,Harrison Township,2016-08-27T00:00:00,Avg,,,,,,,,,25.2,,0,,0.003,,0.003,,,,,,,,,,0.029,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17306,Lawrenceville,2016-09-18T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14892,North Braddock,2016-08-15T00:00:00,Avg,,,743.9,,,,,,22.9,,,,,,,,,,,,,,23.8,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,43.1,,0,,79,,2.1,,,
14893,Parkway East (Near Road),2016-08-15T00:00:00,Count,24,,24,,23,,,,24,,17,,17,,23,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14896,Parkway East (Near Road),2016-08-15T00:00:00,Max,0,,735.2,,1060.2,,,,23.3,,21.1,,17.8,,38.9,,,,,,95,,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15245,Lincoln,2016-08-20T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,23,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
16077,Harrison Township,2016-09-01T00:00:00,Min,,,,,,,,,20.6,,0,,0,,0,,,,,,,,,,0.011,,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16078,Harrison Township,2016-09-01T00:00:00,Max,,,,,,,,,25.7,,0.001,,0.002,,0.003,,,,,,,,,,0.029,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15382,Liberty 2,2016-08-22T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, D ,, D ,,,23,,21,,59,,,,,,,,,,,,,,,,,,,
15033,North Braddock,2016-08-17T00:00:00,Min,,,740.7,,,,,,21.8,,,,,,,,,,,,,,21.7,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,22.2,,0,,83,,1,,,
15036,North Braddock,2016-08-17T00:00:00,Avg,,,742,,,,,,21.9,,,,,,,,,,,,,,23.1,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,44.7,,0,,253,,2,,,
15636,Flag Plaza,2016-08-26T00:00:00,Avg,,,,,0.1,,,,25.7,,,,,,,,,,,,,,26.8,,,,,,41,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15920,Flag Plaza,2016-08-30T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16021,Liberty,2016-08-31T00:00:00,Count,,,,,,,24,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
15313,Lincoln,2016-08-21T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,0,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,
16949,Lawrenceville,2016-09-13T00:00:00,Hr. of Max,,,9,,,,,,18,,,,,,,,,,,,5,,16,,15,,15,,,,,,,,,,8,,,,,,,,8,,,,23,,,,,,,,,,,,,
16950,Lawrenceville,2016-09-13T00:00:00,Avg,,,742.4,,,,,,22.4,,,,,,,,,,,,59.1,,24.5,,0.028,,0.028,,,,,,,,,,17,,,,,,,,12,,,,0,,,,,,,,,,,,,
15421,Glassport High Street,2016-08-23T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14961,North Braddock,2016-08-16T00:00:00,Min,,,739.7,,,,,,21.7,,,,,,,,,,,,,,22.2,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,28.4,,0,,111,,1.3,,,
15422,Glassport High Street,2016-08-23T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15423,Glassport High Street,2016-08-23T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16194,Parkway East (Near Road),2016-09-02T00:00:00,Avg,0,,732.7,,647,,,,23.1,,12.5,,9.1,,21.6,,,,,,68.1,,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15424,Glassport High Street,2016-08-23T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16258,North Braddock,2016-09-03T00:00:00,Max,,,744.4,,,,,,22.6,,,,,,,,,,,,,,26.2,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,75.8,,0,,355,,3,,,
14962,North Braddock,2016-08-16T00:00:00,Max,,,742.9,,,,,,25.5,,,,,,,,,,,,,,31.7,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,58.7,,0.002,,278,,7,,,
14963,North Braddock,2016-08-16T00:00:00,Hr. of Max,,,0,,,,,,14,,,,,,,,,,,,,,15,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,22,,15,,17,,14,,,
16259,North Braddock,2016-09-03T00:00:00,Hr. of Max,,,10,,,,,,6,,,,,,,,,,,,,,16,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,12,,23,,9,,14,,,
15429,Harrison Township,2016-08-23T00:00:00,Min,,,,,,,,,19.4,,0,,0,,0,,,,,,,,,,0.001,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18242,Lawrenceville,2016-10-01T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17019,Lawrenceville,2016-09-14T00:00:00,Min,,,742.2,,,,,,22.1,,,,,,,,,,,,42.3,,17.5,,0,,0,,,,,,,,,,7,,,,,,,,7,,,,0,,,,,,,,,,,,,
16664,Lawrenceville 2,2016-09-09T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15635,Flag Plaza,2016-08-26T00:00:00,Hr. of Max,,,,,23,,,,2,,,,,,,,,,,,,,16,,,,,,23,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17099,Lawrenceville 2,2016-09-15T00:00:00,Hr. of Max,,,,,21,,,,17,,9,,,,,,22,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,
16496,Flag Plaza,2016-09-07T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15503,Harrison Township,2016-08-24T00:00:00,Hr. of Max,,,,,,,,,18,,8,,19,,19,,,,,,,,,,14,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15042,Parkway East (Near Road),2016-08-17T00:00:00,Avg,0,,731.8,,347,,,,23.1,,4.5,,8.6,,12.9,,,,,,88.4,,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16493,Avalon,2016-09-07T00:00:00,Hr. of Max,,,9,,,,23,,17,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,1,,23,,5,,9,,,
16494,Avalon,2016-09-07T00:00:00,Avg,,,742.3,,,,0,,21.7,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,40.7,,0,,294,,3.3,,,
15719,Harrison Township,2016-08-27T00:00:00,Hr. of Max,,,,,,,,,17,,2,,2,,2,,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16420,Avalon,2016-09-06T00:00:00,Max,,,745.6,,,,0.001,,22.3,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,66.3,,0.003,,356,,6.3,,,
15115,South Fayette,2016-08-18T00:00:00,Count,,,,,,,,,24,,,,,,,,,,,,,,24,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
17687,Liberty 2,2016-09-23T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,23,,,,22,,22,,23,,,,,,,,,,,,,,,,,,,
14971,South Fayette,2016-08-16T00:00:00,Count,,,,,,,,,24,,,,,,,,,,,,,,24,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
14973,South Fayette,2016-08-16T00:00:00,Min,,,,,,,,,24.8,,,,,,,,,,,,,,21.6,,0.016,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,0,,176,,3.7,,,
14974,South Fayette,2016-08-16T00:00:00,Max,,,,,,,,,27.7,,,,,,,,,,,,,,30.1,,0.044,,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,,0,,246,,12.9,,,
14975,South Fayette,2016-08-16T00:00:00,Hr. of Max,,,,,,,,,16,,,,,,,,,,,,,,15,,15,,15,,,,,,,,,,,,,,,,,,,,,,,,,,16,,23,,16,,12,,,
17688,Liberty 2,2016-09-23T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,38,,,,31,,34,,44,,,,,,,,,,,,,,,,,,,
15648,Harrison Township,2016-08-26T00:00:00,Avg,,,,,,,,,25.8,,0,,0.002,,0.003,,,,,,,,,,0.034,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14976,South Fayette,2016-08-16T00:00:00,Avg,,,,,,,,,25.9,,,,,,,,,,,,,,24.2,,0.027,,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,,0,,223,,7.9,,,
16911,South Fayette,2016-09-11T00:00:00,Min,,,,,,,,,23,,,,,,,,,,,,,,14.9,,0.023,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,0,,2,,3.3,,,
15389,Lincoln,2016-08-22T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,6,,22,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,
16005,Harrison Township,2016-08-31T00:00:00,Min,,,,,,,,,20.4,,0,,0.003,,0.003,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16462,Liberty 2,2016-09-06T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,37,,,,43,,39,,73,,,,,,,,,,,,,,,,,,,
16387,Liberty 2,2016-09-05T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,,,24,,24,,24,,,,,,,,,,,,,,,,,,,
16390,Liberty 2,2016-09-05T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,36,,,,63,,57,,71,,,,,,,,,,,,,,,,,,,
15413,Avalon,2016-08-23T00:00:00,Hr. of Max,,,8,,,,8,,6,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,9,,14,,15,,,
15414,Avalon,2016-08-23T00:00:00,Avg,,,747.7,,,,0,,22.1,,,,,,,,,,,,,,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2,,0,,115,,2.6,,,
15415,Flag Plaza,2016-08-23T00:00:00,Count,,,,,20,,,,20,,,,,,,,,,,,,,20,,,,,,20,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15416,Flag Plaza,2016-08-23T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15417,Flag Plaza,2016-08-23T00:00:00,Min,,,,,0.1,,,,24.1,,,,,,,,,,,,,,15.4,,,,,,40,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15418,Flag Plaza,2016-08-23T00:00:00,Max,,,,,0.8,,,,28.8,,,,,,,,,,,,,,28.8,,,,,,42,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15419,Flag Plaza,2016-08-23T00:00:00,Hr. of Max,,,,,7,,,,0,,,,,,,,,,,,,,15,,,,,,6,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15420,Flag Plaza,2016-08-23T00:00:00,Avg,,,,,0.2,,,,26,,,,,,,,,,,,,,22.6,,,,,,41,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15411,Avalon,2016-08-23T00:00:00,Min,,,746.7,,,,0,,21.1,,,,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,, D ,,,,,,,20.5,,0,,18,,1.4,,,
15412,Avalon,2016-08-23T00:00:00,Max,,,748.9,,,,0.002,,22.8,,,,,,,,,,,,,,27.4,,,,,,,,,,,,,,,,,,,,,,, D ,,,,,,,53,,0.001,,242,,4.4,,,
17495,South Fayette,2016-09-20T00:00:00,Hr. of Max,,,,,,,,,17,,,,,,,,,,,,,,14,,16,,16,,,,,,,,,,,,,,,,,,,,,,,,,,0,,9,,3,,23,,,
16670,Liberty,2016-09-09T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17496,South Fayette,2016-09-20T00:00:00,Avg,,,,,,,,,24.9,,,,,,,,,,,,,,23.3,,0.042,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,,0,,47,,2.5,,,
15681,North Braddock,2016-08-26T00:00:00,Min,,,740.9,,,,,,21.8,,,,,,,,,,,,,,21.9,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,18.8,,0,,12,,0.7,,,
16430,Glassport High Street,2016-09-06T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16459,Liberty 2,2016-09-06T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,,,24,,24,,24,,,,,,,,,,,,,,,,,,,
16461,Liberty 2,2016-09-06T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,35,,,,2,,3,,68,,,,,,,,,,,,,,,,,,,
17525,Lawrenceville,2016-09-21T00:00:00,Hr. of Max,,,9,,,,,,20,,,,,,,,,,,,6,,14,,15,,15,,,,,,,,,,11,,,,,,,,19,,,,0,,,,,,,,,,,,,
16636,Avalon,2016-09-09T00:00:00,Max,,,741,,,,0,,22.1,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,67,,0,,333,,4,,,
17643,Avalon,2016-09-23T00:00:00,Min,,,740.9,,,,0,,21.3,,,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,22.5,,0,,3,,1.3,,,
16635,Avalon,2016-09-09T00:00:00,Min,,,739.5,,,,0,,21.7,,,,,,,,,,,,,,21.8,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,29.2,,0,,113,,1.8,,,
17644,Avalon,2016-09-23T00:00:00,Max,,,743,,,,0.001,,22.3,,,,,,,,,,,,,,30.9,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,53.3,,0.006,,357,,6,,,
15993,Flag Plaza,2016-08-31T00:00:00,Min,,,,,0.2,,,,23.9,,,,,,,,,,,,,,18.1,,,,,,44,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
